,wk_date,total_specimens,total_flu,total_a,ah1.int,a2009h1n1.int,ah3.int,propa.h1,propa.2009h1n1,propa.h3,total_b,prop.pos,prop.b,prop.ah1,prop.ah3,prop.a2009
726,11/25/12,9333,2089,1586,0,28.94716619,1557.052834,0,0.018251681,0.981748319,503,0.223829422,0.053894782,0,0.166833048,0.003101593
727,12/2/12,12060,3522,2829,0,60.42223439,2768.577766,0,0.02135816,0.97864184,693,0.292039801,0.057462687,0,0.229566979,0.005010136
728,12/9/12,14711,4797,3941,0,76.93296501,3864.067035,0,0.019521179,0.980478821,856,0.326082523,0.058187751,0,0.262665151,0.005229622
729,12/16/12,16904,6331,5177,0,75.76769558,5101.232304,0,0.014635444,0.985364556,1154,0.374526739,0.068267866,0,0.301776639,0.004482235
730,12/23/12,18139,6870,5671,0,127.535906,5543.464094,0,0.022489139,0.977510861,1199,0.378741937,0.066100667,0,0.305610237,0.007031033
731,12/30/12,19673,6944,5798,0,144.2666317,5653.733368,0,0.024882137,0.975117863,1146,0.352971077,0.058252427,0,0.28738542,0.00733323
732,1/6/13,22224,7602,6365,0,190.9954751,6174.004525,0,0.030007145,0.969992855,1237,0.342062635,0.055660547,0,0.277807979,0.008594109
733,1/13/13,20931,6393,5251,0,198.5343852,5052.465615,0,0.037808872,0.962191128,1142,0.305432134,0.054560222,0,0.241386729,0.009485184
734,1/20/13,18668,5521,4332,0,235.0823353,4096.917665,0,0.054266467,0.945733533,1189,0.295746732,0.063691879,0,0.219462056,0.012592797
735,1/27/13,16228,4304,3146,0,214.7389021,2931.261098,0,0.068257757,0.931742243,1158,0.265220606,0.071358146,0,0.180629843,0.013232617
736,2/3/13,14491,3294,2106,0,192.1764706,1913.823529,0,0.091251885,0.908748115,1188,0.227313505,0.08198192,0,0.132069804,0.013261781
737,2/10/13,12691,2650,1456,0,123.175705,1332.824295,0,0.084598698,0.915401302,1194,0.208809392,0.094082421,0,0.105021219,0.009705753
738,2/17/13,11354,2275,1050,0,125.4211332,924.5788668,0,0.119448698,0.880551302,1225,0.200369914,0.107891492,0,0.081431995,0.011046427
739,2/24/13,10504,1967,786,0,98.86792453,687.1320755,0,0.125786164,0.874213836,1181,0.187261995,0.112433359,0,0.06541623,0.009412407
740,3/3/13,10165,1821,617,0,107.975,509.025,0,0.175,0.825,1204,0.179144122,0.118445647,0,0.050076242,0.010622233
741,3/10/13,9559,1617,462,0,86.73563218,375.2643678,0,0.187739464,0.812260536,1155,0.169159954,0.120828539,0,0.039257701,0.009073714
742,3/17/13,8647,1376,359,0,60.11162791,298.8883721,0,0.16744186,0.83255814,1017,0.159130334,0.117613045,0,0.034565557,0.006951732
743,3/24/13,7722,1116,263,0,65.35151515,197.6484848,0,0.248484848,0.751515152,853,0.144522145,0.11046361,0,0.025595504,0.00846303
744,3/31/13,6782,945,258,0,51.25827815,206.7417219,0,0.198675497,0.801324503,687,0.139339428,0.101297552,0,0.030483887,0.007557989
745,4/7/13,6198,671,182,0,74.66666667,107.3333333,0,0.41025641,0.58974359,489,0.108260729,0.078896418,0,0.017317414,0.012046897
746,4/14/13,5575,488,156,0,42.93577982,113.0642202,0,0.275229358,0.724770642,332,0.087533632,0.05955157,0,0.020280578,0.007701485
747,4/21/13,5095,391,142,0,51.36170213,90.63829787,0,0.361702128,0.638297872,249,0.076741904,0.048871443,0,0.017789656,0.010080805
748,4/28/13,4919,324,102,0,25.15068493,76.84931507,0,0.246575342,0.753424658,222,0.065867046,0.045131124,0,0.015622955,0.005112967
749,5/5/13,4473,242,76,0,20.16326531,55.83673469,0,0.265306122,0.734693878,166,0.054102392,0.037111558,0,0.012483062,0.004507772
750,5/12/13,4102,183,57,0,17.91428571,39.08571429,0,0.314285714,0.685714286,126,0.044612384,0.030716724,0,0.009528453,0.004367208
751,5/19/13,4097,179,56,0,23.33333333,32.66666667,0,0.416666667,0.583333333,123,0.043690505,0.030021967,0,0.007973314,0.005695224
752,5/26/13,3587,151,56,0,28,28,0,0.5,0.5,95,0.042096459,0.026484527,0,0.007805966,0.007805966
753,6/2/13,3576,138,56,0,29.03703704,26.96296296,0,0.518518519,0.481481481,82,0.038590604,0.022930649,0,0.007539978,0.008119977
754,6/9/13,3254,128,65,0,41.36363636,23.63636364,0,0.636363636,0.363636364,63,0.039336202,0.019360787,0,0.007263787,0.012711628
755,6/16/13,3227,127,72,0,50.92682927,21.07317073,0,0.707317073,0.292682927,55,0.039355438,0.017043694,0,0.006530267,0.015781478
756,6/23/13,2999,91,63,0,54.92307692,8.076923077,0,0.871794872,0.128205128,28,0.030343448,0.009336445,0,0.002693205,0.018313797
757,6/30/13,2579,80,55,0,30.16129032,24.83870968,0,0.548387097,0.451612903,25,0.031019775,0.00969368,0,0.00963114,0.011694956
758,7/7/13,2653,100,86,0,37.32075472,48.67924528,0,0.433962264,0.566037736,14,0.037693178,0.005277045,0,0.018348754,0.014067378
759,7/14/13,2504,73,59,0,36.44117647,22.55882353,0,0.617647059,0.382352941,14,0.029153355,0.005591054,0,0.009009115,0.014553185
760,7/21/13,2316,67,57,0,36.77419355,20.22580645,0,0.64516129,0.35483871,10,0.028929188,0.004317789,0,0.008733077,0.015878322
761,7/28/13,2549,87,67,0,41.64864865,25.35135135,0,0.621621622,0.378378378,20,0.034131032,0.007846214,0,0.009945607,0.016339211
762,8/4/13,2494,78,66,0,47.38461538,18.61538462,0,0.717948718,0.282051282,12,0.03127506,0.004811548,0,0.007464068,0.018999445
763,8/11/13,2304,64,52,0,43.78947368,8.210526316,0,0.842105263,0.157894737,12,0.027777778,0.005208333,0,0.003563596,0.019005848
764,8/18/13,2560,59,56,0,42,14,0,0.75,0.25,3,0.023046875,0.001171875,0,0.00546875,0.01640625
765,8/25/13,3006,122,112,0,102.2608696,9.739130435,0,0.913043478,0.086956522,10,0.040585496,0.00332668,0,0.003239897,0.034018919
766,9/1/13,3148,115,102,0,82.25806452,19.74193548,0,0.806451613,0.193548387,13,0.036531131,0.004129606,0,0.006271263,0.026130262
767,9/8/13,3602,122,115,0,100.625,14.375,0,0.875,0.125,7,0.033870072,0.001943365,0,0.003990838,0.027935869
768,9/15/13,3888,124,102,0,84.26086957,17.73913043,0,0.826086957,0.173913043,22,0.031893004,0.005658436,0,0.004562534,0.021672034
769,9/22/13,4596,188,168,0,140,28,0,0.833333333,0.166666667,20,0.040905135,0.00435161,0,0.006092254,0.030461271
770,9/29/13,4911,193,165,0,138.8414634,26.15853659,0,0.841463415,0.158536585,28,0.039299532,0.005701486,0,0.005326519,0.028271526
771,10/6/13,5808,229,197,0,138.6296296,58.37037037,0,0.703703704,0.296296296,32,0.039428375,0.005509642,0,0.010049995,0.023868738
772,10/13/13,5801,185,159,0,119.8615385,39.13846154,0,0.753846154,0.246153846,26,0.031891053,0.004481986,0,0.006746847,0.02066222
773,10/20/13,5886,208,194,0,150.6595745,43.34042553,0,0.776595745,0.223404255,14,0.03533809,0.002378525,0,0.007363307,0.025596258
774,10/27/13,6316,293,250,0,192.9824561,57.01754386,0,0.771929825,0.228070175,43,0.04639012,0.006808106,0,0.009027477,0.030554537
775,11/3/13,6945,400,357,0,301.3387097,55.66129032,0,0.844086022,0.155913978,43,0.057595392,0.006191505,0,0.008014585,0.043389303
776,11/10/13,7203,518,481,0,446.5255973,34.47440273,0,0.928327645,0.071672355,37,0.07191448,0.005136749,0,0.004786117,0.061991614
777,11/17/13,7839,717,660,0,627.5167785,32.48322148,0,0.950782998,0.049217002,57,0.091465748,0.007271336,0,0.004143797,0.080050616
778,11/24/13,7433,898,856,0,808.7161905,47.28380952,0,0.944761905,0.055238095,42,0.120812592,0.005650478,0,0.006361336,0.108800779
779,12/1/13,10169,1719,1650,0,1596.92526,53.07473983,0,0.967833491,0.032166509,69,0.16904317,0.006785328,0,0.005219268,0.157038574
780,12/8/13,10837,2253,2201,0,2111.684058,89.31594203,0,0.95942029,0.04057971,52,0.207898865,0.004798376,0,0.008241759,0.19485873
781,12/15/13,14015,3955,3888,0,3801.1078,86.89219982,0,0.977651183,0.022348817,67,0.282197645,0.004780592,0,0.006199943,0.27121711
782,12/22/13,15748,4893,4800,0,4726.05703,73.94296952,0,0.984595215,0.015404785,93,0.310706121,0.005905512,0,0.004695388,0.300105222
783,12/29/13,17779,5187,5099,0,4978.720303,120.2796967,0,0.97641112,0.02358888,88,0.291748692,0.00494966,0,0.006765268,0.280033765
784,1/5/14,18253,5057,4966,0,4821.781918,144.2180822,0,0.970958904,0.029041096,91,0.277050348,0.004985482,0,0.007901062,0.264163804
785,1/12/14,17480,4680,4549,0,4379.872234,169.1277663,0,0.962820891,0.037179109,131,0.267734554,0.007494279,0,0.009675502,0.250564773
786,1/19/14,16468,4002,3817,0,3635.434595,181.5654054,0,0.952432432,0.047567568,185,0.24301676,0.011233908,0,0.011025346,0.220757505
787,1/26/14,14618,2990,2815,0,2685.225601,129.7743992,0,0.95389897,0.04610103,175,0.204542345,0.011971542,0,0.008877712,0.183693091
788,2/2/14,12995,2477,2258,0,2085.430923,172.569077,0,0.923574368,0.076425632,219,0.190611774,0.016852636,0,0.013279652,0.160479486
789,2/9/14,11892,1951,1724,0,1581.612955,142.3870445,0,0.917408907,0.082591093,227,0.164059872,0.019088463,0,0.011973347,0.132998062
790,2/16/14,11127,1518,1270,0,1143.40836,126.5916399,0,0.900321543,0.099678457,248,0.136424912,0.022288128,0,0.011376979,0.102759806
791,2/23/14,10252,1218,944,0,803.0219619,140.9780381,0,0.850658858,0.149341142,274,0.118806087,0.026726492,0,0.013751272,0.078328322
792,3/2/14,9441,1023,722,0,579.0019417,142.9980583,0,0.801941748,0.198058252,301,0.108357166,0.031882216,0,0.015146495,0.061328455
793,3/9/14,8922,986,652,0,468,184,0,0.717791411,0.282208589,334,0.110513338,0.037435553,0,0.020623179,0.052454607
794,3/16/14,8216,1030,566,0,319.1276596,246.8723404,0,0.563829787,0.436170213,464,0.125365141,0.05647517,0,0.030047753,0.038842218
795,3/23/14,7905,1053,528,0,242.2588235,285.7411765,0,0.458823529,0.541176471,525,0.133206831,0.066413662,0,0.036146891,0.030646277
796,3/30/14,7531,1093,498,0,164.1136364,333.8863636,0,0.329545455,0.670454545,595,0.145133448,0.079006772,0,0.044334931,0.021791746
797,4/6/14,7179,1074,450,0,87.76595745,362.2340426,0,0.195035461,0.804964539,624,0.149603009,0.086920184,0,0.050457451,0.012225374
798,4/13/14,6648,912,396,0,55.25581395,340.744186,0,0.139534884,0.860465116,516,0.137184116,0.077617329,0,0.051255142,0.008311645
799,4/20/14,6317,824,355,0,54.97787611,300.0221239,0,0.154867257,0.845132743,469,0.130441665,0.074244103,0,0.0474944,0.008703162
800,4/27/14,5865,742,295,0,23.38414634,271.6158537,0,0.079268293,0.920731707,447,0.126513214,0.076214834,0,0.046311313,0.003987067
801,5/4/14,5436,597,243,0,15.73381295,227.2661871,0,0.064748201,0.935251799,354,0.1098234,0.065121413,0,0.041807614,0.002894373
802,5/11/14,5315,551,229,0,14.42519685,214.5748031,0,0.062992126,0.937007874,322,0.103668862,0.060583255,0,0.040371553,0.002714054
803,5/18/14,4833,407,171,0,6.275229358,164.7247706,0,0.036697248,0.963302752,236,0.084212704,0.048830954,0,0.034083338,0.001298413
804,5/25/14,4757,423,198,0,5.033898305,192.9661017,0,0.025423729,0.974576271,225,0.088921589,0.047298718,0,0.040564663,0.001058209
805,6/1/14,4310,311,151,0,4.53,146.47,0,0.03,0.97,160,0.072157773,0.03712297,0,0.033983759,0.001051044
806,6/8/14,4140,294,154,0,4.442307692,149.5576923,0,0.028846154,0.971153846,140,0.071014493,0.033816425,0,0.036125046,0.001073021
807,6/15/14,3877,228,115,0,4.791666667,110.2083333,0,0.041666667,0.958333333,113,0.058808357,0.029146247,0,0.028426189,0.001235921
808,6/22/14,3434,174,74,0,1.608695652,72.39130435,0,0.02173913,0.97826087,100,0.050669773,0.029120559,0,0.021080753,0.000468461
809,6/29/14,3144,158,75,0,3.06122449,71.93877551,0,0.040816327,0.959183673,83,0.050254453,0.026399491,0,0.02288129,0.000973672
810,7/6/14,3057,153,87,0,4.5,82.5,0,0.051724138,0.948275862,66,0.050049068,0.021589794,0,0.026987242,0.001472031
811,7/13/14,3188,121,60,0,0,60,0,0,1,61,0.037954831,0.019134253,0,0.018820577,0
812,7/20/14,3127,117,67,0,3.435897436,63.56410256,0,0.051282051,0.948717949,50,0.037416054,0.015989767,0,0.020327503,0.001098784
813,7/27/14,2939,107,80,0,2.909090909,77.09090909,0,0.036363636,0.963636364,27,0.036406941,0.009186798,0,0.02623032,0.000989823
814,8/3/14,2973,87,64,0,6.530612245,57.46938776,0,0.102040816,0.897959184,23,0.02926337,0.007736293,0,0.019330437,0.002196641
815,8/10/14,3270,112,76,0,1.381818182,74.61818182,0,0.018181818,0.981818182,36,0.034250765,0.011009174,0,0.022819016,0.000422574
816,8/17/14,3339,109,67,0,4.1875,62.8125,0,0.0625,0.9375,42,0.032644504,0.012578616,0,0.01881177,0.001254118
817,8/24/14,3973,136,94,0,8.294117647,85.70588235,0,0.088235294,0.911764706,42,0.03423106,0.010571357,0,0.021572082,0.002087621
818,8/31/14,4227,117,83,0,11.39215686,71.60784314,0,0.137254902,0.862745098,34,0.027679205,0.00804353,0,0.016940583,0.002695093
819,9/7/14,5324,131,100,0,1.492537313,98.50746269,0,0.014925373,0.985074627,31,0.02460556,0.00582269,0,0.018502529,0.000280341
820,9/14/14,5681,171,118,0,8.137931034,109.862069,0,0.068965517,0.931034483,53,0.030100334,0.009329343,0,0.019338509,0.001432482
821,9/21/14,5905,204,139,0,1.579545455,137.4204545,0,0.011363636,0.988636364,65,0.034546994,0.011007621,0,0.023271881,0.000267493
822,9/28/14,9567,309,199,0,3.901960784,195.0980392,0,0.019607843,0.980392157,110,0.032298526,0.011497857,0,0.020392813,0.000407856
823,10/5/14,11036,439,279,0,10.73076923,268.2692308,0,0.038461538,0.961538462,160,0.039778905,0.014498007,0,0.024308557,0.000972342
824,10/12/14,11729,583,419,0,12.58798283,406.4120172,0,0.030042918,0.969957082,164,0.049705857,0.013982437,0,0.034650185,0.001073236
825,10/19/14,11385,544,417,0,9.608294931,407.3917051,0,0.023041475,0.976958525,127,0.04778217,0.011155029,0,0.035783198,0.000843943
826,10/26/14,11531,727,591,0,7.906354515,583.0936455,0,0.013377926,0.986622074,136,0.063047437,0.011794294,0,0.050567483,0.000685661
827,11/2/14,12918,1156,1001,0,11.73046875,989.2695313,0,0.01171875,0.98828125,155,0.089487537,0.011998761,0,0.076580704,0.000908072
828,11/9/14,13777,1417,1270,0,15.85023401,1254.149766,0,0.012480499,0.987519501,147,0.10285258,0.010669957,0,0.091032138,0.001150485
829,11/16/14,16166,2403,2240,0,11.12214499,2228.877855,0,0.004965243,0.995034757,163,0.148645305,0.01008289,0,0.137874419,0.000687996
830,11/23/14,18504,3624,3424,0,17.71798189,3406.282018,0,0.005174644,0.994825356,200,0.195849546,0.010808474,0,0.18408355,0.000957522
831,11/30/14,23068,5330,5081,0,25.42455735,5055.575443,0,0.005003849,0.994996151,249,0.231056008,0.010794174,0,0.219159678,0.001102157
832,12/7/14,29223,8191,7876,0,12.34160355,7863.658396,0,0.001566989,0.998433011,315,0.28029292,0.010779181,0,0.269091414,0.000422325
833,12/14/14,37114,11470,11145,0,8.948213569,11136.05179,0,0.00080289,0.99919711,325,0.309047799,0.008756803,0,0.300049895,0.000241101
834,12/21/14,42518,13798,13406,0,24.11584817,13381.88415,0,0.001798885,0.998201115,392,0.324521379,0.009219625,0,0.314734563,0.000567191
835,12/28/14,41550,11374,10965,0,20.80645161,10944.19355,0,0.001897533,0.998102467,409,0.273742479,0.009843562,0,0.26339816,0.000500757
836,1/4/15,38508,9246,8874,0,19.84427729,8854.155723,0,0.002236227,0.997763773,372,0.240105952,0.00966033,0,0.229930293,0.000515329
837,1/11/15,35598,8648,8175,0,16.01196953,8158.98803,0,0.001958651,0.998041349,473,0.242934996,0.013287263,0,0.229197933,0.0004498
838,1/18/15,34194,7983,7435,0,7.582865885,7427.417134,0,0.001019888,0.998980112,548,0.233462011,0.016026203,0,0.217214047,0.00022176
839,1/25/15,32003,6881,6275,0,19.8006311,6255.199369,0,0.003155479,0.996844521,606,0.215011093,0.018935725,0,0.195456656,0.000618712
840,2/1/15,29581,5622,4899,0,17.95163063,4881.048369,0,0.003664346,0.996335654,723,0.190054427,0.024441364,0,0.165006199,0.000606864
841,2/8/15,26994,4197,3328,0,13.28921848,3314.710782,0,0.003993155,0.996006845,869,0.155478995,0.032192339,0,0.122794354,0.000492303
842,2/15/15,24293,3370,2360,0,18.84984026,2341.15016,0,0.00798722,0.99201278,1010,0.138723089,0.041575763,0,0.096371389,0.000775937
843,2/22/15,22294,2839,1712,0,31.7037037,1680.296296,0,0.018518519,0.981481481,1127,0.12734368,0.050551718,0,0.075369889,0.001422073
844,3/1/15,20420,2689,1337,0,8.581514763,1328.418485,0,0.006418485,0.993581515,1352,0.131684623,0.066209598,0,0.065054774,0.00042025
845,3/8/15,19845,2527,871,0,14.9527897,856.0472103,0,0.017167382,0.982832618,1656,0.127336861,0.083446712,0,0.04313667,0.000753479
846,3/15/15,18419,2209,644,0,3.766081871,640.2339181,0,0.005847953,0.994152047,1565,0.119930507,0.084966611,0,0.034759429,0.000204467
847,3/22/15,16980,1910,431,0,12.89316239,418.1068376,0,0.02991453,0.97008547,1479,0.112485277,0.087102473,0,0.024623489,0.000759315
848,3/29/15,15125,1668,291,0,6.76744186,284.2325581,0,0.023255814,0.976744186,1377,0.110280992,0.091041322,0,0.018792235,0.000447434
849,4/5/15,14743,1474,202,0,17.01052632,184.9894737,0,0.084210526,0.915789474,1272,0.099979651,0.086278234,0,0.012547614,0.001153804
850,4/12/15,13389,1127,158,0,26,132,0,0.164556962,0.835443038,969,0.084173575,0.072372843,0,0.009858839,0.001941893
851,4/19/15,11873,773,90,0,3.6,86.4,0,0.04,0.96,683,0.065105702,0.057525478,0,0.007277015,0.000303209
852,4/26/15,10770,610,66,0,8.8,57.2,0,0.133333333,0.866666667,544,0.056638812,0.050510678,0,0.005311049,0.000817084
853,5/3/15,9784,527,33,0,4.714285714,28.28571429,0,0.142857143,0.857142857,494,0.053863451,0.050490597,0,0.002891017,0.000481836
854,5/10/15,9188,384,44,0,4.888888889,39.11111111,0,0.111111111,0.888888889,340,0.041793644,0.037004789,0,0.00425676,0.000532095
855,5/17/15,8412,308,41,0,1.863636364,39.13636364,0,0.045454545,0.954545455,267,0.03661436,0.031740371,0,0.004652445,0.000221545
856,5/24/15,7748,226,42,0,2,40,0,0.047619048,0.952380952,184,0.029168818,0.023748064,0,0.005162623,0.000258131
857,5/31/15,6993,194,42,0,0,42,0,0,1,152,0.027742028,0.021736022,0,0.006006006,0
858,6/7/15,6725,178,49,0,2.333333333,46.66666667,0,0.047619048,0.952380952,129,0.026468401,0.019182156,0,0.006939281,0.000346964
859,6/14/15,6133,152,74,0,2.846153846,71.15384615,0,0.038461538,0.961538462,78,0.024783956,0.012718083,0,0.011601801,0.000464072
860,6/21/15,5558,121,75,0,0,75,0,0,1,46,0.021770421,0.008276358,0,0.013494063,0
861,6/28/15,5248,129,96,0,3.147540984,92.85245902,0,0.032786885,0.967213115,33,0.024580793,0.00628811,0,0.017692923,0.00059976
862,7/5/15,5260,98,62,0,5.636363636,56.36363636,0,0.090909091,0.909090909,36,0.018631179,0.006844106,0,0.01071552,0.001071552
863,7/12/15,5039,86,49,0,3.868421053,45.13157895,0,0.078947368,0.921052632,37,0.017066878,0.007342727,0,0.008956455,0.000767696
864,7/19/15,4811,73,52,0,3.151515152,48.84848485,0,0.060606061,0.939393939,21,0.015173561,0.004364997,0,0.010153499,0.000655064
865,7/26/15,4785,73,64,0,0,64,0,0,1,9,0.015256008,0.001880878,0,0.013375131,0
866,8/2/15,4790,93,75,0,5.555555556,69.44444444,0,0.074074074,0.925925926,18,0.019415449,0.003757829,0,0.014497796,0.001159824
867,8/9/15,4910,81,67,0,5.432432432,61.56756757,0,0.081081081,0.918918919,14,0.016496945,0.002851324,0,0.012539219,0.001106402
868,8/16/15,5170,98,82,0,2.877192982,79.12280702,0,0.035087719,0.964912281,16,0.018955513,0.003094778,0,0.015304218,0.000556517
869,8/23/15,5381,100,80,0,5.106382979,74.89361702,0,0.063829787,0.936170213,20,0.018583906,0.003716781,0,0.01391816,0.000948965
870,8/30/15,6115,139,110,0,4.925373134,105.0746269,0,0.044776119,0.955223881,29,0.022730989,0.004742437,0,0.017183095,0.000805458
871,9/6/15,6786,148,110,0,1.466666667,108.5333333,0,0.013333333,0.986666667,38,0.021809608,0.005599764,0,0.015993713,0.000216131
872,9/13/15,7694,198,151,0,6.357894737,144.6421053,0,0.042105263,0.957894737,47,0.025734338,0.006108656,0,0.018799338,0.000826345
873,9/20/15,8855,167,121,0,2.050847458,118.9491525,0,0.016949153,0.983050847,46,0.018859401,0.005194805,0,0.013432993,0.000231603
874,9/27/15,9876,202,143,0,11.91666667,131.0833333,0,0.083333333,0.916666667,59,0.020453625,0.005974079,0,0.013272918,0.001206629
875,10/4/15,13168,209,155,0,8.985507246,146.0144928,0,0.057971014,0.942028986,54,0.01587181,0.004100851,0,0.011088585,0.000682374
876,10/11/15,14263,228,164,0,17.82608696,146.173913,0,0.108695652,0.891304348,64,0.015985417,0.004487135,0,0.010248469,0.001249813
877,10/18/15,14639,223,158,0,26.33333333,131.6666667,0,0.166666667,0.833333333,65,0.015233281,0.004440194,0,0.008994239,0.001798848
878,10/25/15,14781,208,142,0,31.95,110.05,0,0.225,0.775,66,0.01407212,0.004465192,0,0.007445369,0.002161559
879,11/1/15,16152,210,128,0,18.96296296,109.037037,0,0.148148148,0.851851852,82,0.013001486,0.005076771,0,0.006750683,0.001174032
880,11/8/15,16441,270,168,0,41.06666667,126.9333333,0,0.244444444,0.755555556,102,0.016422359,0.006204002,0,0.007720536,0.00249782
881,11/15/15,16708,250,144,0,41.49152542,102.5084746,0,0.288135593,0.711864407,106,0.014962892,0.006344266,0,0.006135293,0.002483333
882,11/22/15,16391,268,160,0,66.34146341,93.65853659,0,0.414634146,0.585365854,108,0.016350436,0.006588982,0,0.005714022,0.004047432
883,11/29/15,17751,316,211,0,90.42857143,120.5714286,0,0.428571429,0.571428571,105,0.017801814,0.00591516,0,0.006792374,0.00509428
884,12/6/15,18191,348,218,0,110.4533333,107.5466667,0,0.506666667,0.493333333,130,0.019130339,0.007146391,0,0.005912081,0.006071867
885,12/13/15,18833,577,352,0,224.8888889,127.1111111,0,0.638888889,0.361111111,225,0.03063771,0.011947114,0,0.006749382,0.011941214
886,12/20/15,18123,552,343,0,250.2213115,92.77868852,0,0.729508197,0.270491803,209,0.030458533,0.011532307,0,0.005119389,0.013806837
887,12/27/15,20350,724,467,0,337.5346535,129.4653465,0,0.722772277,0.277227723,257,0.035577396,0.012628993,0,0.006361933,0.016586469
888,1/3/16,21627,960,698,0,539.7866667,158.2133333,0,0.773333333,0.226666667,262,0.044388958,0.012114487,0,0.007315547,0.024958925
889,1/10/16,20437,1275,921,0,683.4086957,237.5913043,0,0.742028986,0.257971014,354,0.062386847,0.017321525,0,0.011625547,0.033439776
890,1/17/16,20744,1658,1190,0,931.8655098,258.1344902,0,0.78308026,0.21691974,468,0.079926726,0.02256074,0,0.012443815,0.044922171
891,1/24/16,23359,2377,1736,0,1331.102041,404.8979592,0,0.766763848,0.233236152,641,0.101759493,0.027441243,0,0.017333703,0.056984547
892,1/31/16,24988,3318,2428,0,1935.487544,492.5124555,0,0.797153025,0.202846975,890,0.132783736,0.035617096,0,0.019709959,0.077456681
893,2/7/16,28136,4711,3409,0,2695.136646,713.863354,0,0.790594499,0.209405501,1302,0.167436736,0.046275235,0,0.025371885,0.095789616
894,2/14/16,31106,6433,4750,0,3988.095238,761.9047619,0,0.839598997,0.160401003,1683,0.206808976,0.054105317,0,0.02449382,0.128209839
895,2/21/16,35517,8372,6342,0,5569.235294,772.7647059,0,0.878151261,0.121848739,2030,0.235718107,0.057155728,0,0.021757601,0.156804778
896,2/28/16,38567,10084,7754,0,6650.315598,1103.684402,0,0.857662574,0.142337426,2330,0.261467057,0.060414344,0,0.028617326,0.172435388
897,3/6/16,41876,11971,9212,0,8052.16251,1159.83749,0,0.874094932,0.125905068,2759,0.2858678,0.065884994,0,0.02769695,0.192285856
898,3/13/16,38344,9205,6798,0,5959.566879,838.433121,0,0.876664737,0.123335263,2407,0.240063634,0.062773837,0,0.021866084,0.155423714
899,3/20/16,33518,7355,5194,0,4375.200637,818.7993631,0,0.842356688,0.157643312,2161,0.219434334,0.064472821,0,0.024428646,0.130532867
900,3/27/16,30674,6045,3985,0,3258.25228,726.7477204,0,0.817629179,0.182370821,2060,0.197072439,0.067157854,0,0.02369263,0.106221956
901,4/3/16,26382,4505,2673,0,2133.605381,539.3946188,0,0.798206278,0.201793722,1832,0.170760367,0.069441286,0,0.020445555,0.080873527
902,4/10/16,23773,3784,2022,0,1548.852,473.148,0,0.766,0.234,1762,0.15917217,0.074117697,0,0.019902747,0.065151727
903,4/17/16,21676,3278,1542,0,1056.059553,485.9404467,0,0.684863524,0.315136476,1736,0.151227164,0.080088577,0,0.022418363,0.048720223
904,4/24/16,19461,2405,971,0,611.9132075,359.0867925,0,0.630188679,0.369811321,1434,0.123580494,0.073685833,0,0.018451611,0.031443051
905,5/1/16,16505,1602,565,0,319.8897059,245.1102941,0,0.566176471,0.433823529,1037,0.097061497,0.062829446,0,0.014850669,0.019381382
906,5/8/16,15109,1219,397,0,182.9652174,214.0347826,0,0.460869565,0.539130435,822,0.080680389,0.054404659,0,0.014166046,0.012109684
907,5/15/16,13361,953,340,0,106.25,233.75,0,0.3125,0.6875,613,0.071326996,0.045879799,0,0.017494948,0.007952249
908,5/22/16,12230,693,201,0,53.6,147.4,0,0.266666667,0.733333333,492,0.056663941,0.040228945,0,0.01205233,0.004382666
909,5/29/16,10549,399,100,0,23.52941176,76.47058824,0,0.235294118,0.764705882,299,0.03782349,0.028343919,0,0.007249084,0.002230487
910,6/5/16,9636,335,91,0,22.75,68.25,0,0.25,0.75,244,0.034765463,0.02532171,0,0.007082814,0.002360938
911,6/12/16,8788,200,84,0,23.52,60.48,0,0.28,0.72,116,0.022758307,0.013199818,0,0.006882112,0.002676377
912,6/19/16,7737,184,71,0,13.14814815,57.85185185,0,0.185185185,0.814814815,113,0.023781828,0.014605144,0,0.007477298,0.001699386
913,6/26/16,6623,120,50,0,7.142857143,42.85714286,0,0.142857143,0.857142857,70,0.018118677,0.010569228,0,0.006470956,0.001078493
914,7/3/16,6249,93,44,0,4.4,39.6,0,0.1,0.9,49,0.014882381,0.007841255,0,0.006337014,0.000704113
915,7/10/16,6619,94,47,0,2.136363636,44.86363636,0,0.045454545,0.954545455,47,0.014201541,0.007100771,0,0.006778008,0.000322762
916,7/17/16,6185,85,45,0,4.5,40.5,0,0.1,0.9,40,0.013742926,0.006467259,0,0.0065481,0.000727567
917,7/24/16,6054,99,60,0,3,57,0,0.05,0.95,39,0.016352825,0.006442022,0,0.009415263,0.00049554
918,7/31/16,6026,106,81,0,1.760869565,79.23913043,0,0.02173913,0.97826087,25,0.017590441,0.004148689,0,0.01314954,0.000292212
919,8/7/16,6124,102,56,0,9.882352941,46.11764706,0,0.176470588,0.823529412,46,0.016655781,0.00751143,0,0.007530641,0.001613709
920,8/14/16,6350,89,57,0,1.9,55.1,0,0.033333333,0.966666667,32,0.014015748,0.00503937,0,0.008677165,0.000299213
921,8/21/16,6628,131,96,0,14.54545455,81.45454545,0,0.151515152,0.848484848,35,0.019764635,0.005280628,0,0.012289461,0.002194547
922,8/28/16,7501,170,118,0,20.65,97.35,0,0.175,0.825,52,0.022663645,0.006932409,0,0.01297827,0.002752966
